AÑO,MES,CONGLOME,VIVIENDA,HOGAR,UBIGEO,DOMINIO,ESTRATO,PERIODO,TIPENC,FECENT,RESULT,PANEL,P22,P23,P24A,P24B,P25$1,P25$2,P25$3,P25$4,P25$5,P101,P102,P103,P103A,P104,P104A,P104B1,P104B2,P105A,P105B,P106,P106A,P106B,P107B1,P107C11,P107C12,P107C13,P107C14,P107C16,P107C17,P107C18,P107C19,P107C110,P107D1,P107B2,P107C21,P107C22,P107C23,P107C24,P107C26,P107C27,P107C28,P107C29,P107C210,P107D2,P107B3,P107C31,P107C32,P107C33,P107C34,P107C36,P107C37,P107C38,P107C39,P107C310,P107D3,P107B4,P107C41,P107C42,P107C43,P107C44,P107C46,P107C47,P107C48,P107C49,P107C410,P107D4,P107E,P110,P110A1,P110A,P110A_MODIFICADA,P110C,P110C1,P110C2,P110C3,P110D,P110E,P110F,P110G,P111A,P1121,P1123,P1124,P1125,P1126,P1127,P112A,P1131,P1132,P1133,P1135,P1136,P1139,P1137,P1138,P113A,P1141,P1142,P1143,P1144,P1145,P1171$01,P1171$02,P1171$03,P1171$04,P1171$05,P1171$06,P1171$07,P1171$08,P1171$09,P1171$10,P1171$11,P1171$12,P1171$13,P1171$14,P1171$15,P1171$16,P1172$01,P1172$02,P1172$03,P1172$04,P1172$05,P1172$06,P1172$07,P1172$08,P1172$09,P1172$10,P1172$11,P1172$12,P1172$13,P1172$14,P1172$15,P1172$16,P1173$01,P1173$02,P1173$03,P1173$04,P1173$05,P1173$06,P1173$07,P1173$08,P1173$09,P1173$10,P1173$11,P1173$12,P1173$13,P1173$14,P1173$15,P1173$16,P1174$01,P1174$02,P1174$03,P1174$04,P1174$05,P1174$06,P1174$07,P1174$08,P1174$09,P1174$10,P1174$11,P1174$12,P1174$13,P1174$14,P1174$15,P1174$16,P1175$01,P1175$02,P1175$03,P1175$04,P1175$05,P1175$06,P1175$07,P1175$08,P1175$09,P1175$10,P1175$11,P1175$12,P1175$13,P1175$14,P1175$15,P1175$16,P117T2,P117T3,P117T4,T110,P200I,P600I,P600D1,P600M1,P600A1,P600D2,P600M2,P600A2,P612I1,P612I11,P612I2,P612I22,P700I,P710I,P800I,P110I,D105B,D106,D107D1,D107D2,D107D3,D107D4,D1172$01,D1173$01,D1174$01,D1172$02,D1173$02,D1174$02,D1172$04,D1173$04,D1174$04,D1172$05,D1173$05,D1174$05,D1172$06,D1173$06,D1174$06,D1172$07,D1173$07,D1174$07,D1172$08,D1173$08,D1174$08,D1172$09,D1173$09,D1174$09,D1172$10,D1173$10,D1174$10,D1172$15,D1173$15,D1174$15,D1172$16,D1173$16,D1174$16,D612I11,D1172$11,D1173$11,D1174$11,D1172$12,D1173$12,D1174$12,D1172$13,D1173$13,D1174$13,D1172$14,D1173$14,D1174$14,D612I22,I105B,I106,I1172$01,I1172$02,I1172$04,I1172$05,I1172$06,I1172$07,I1172$08,I1172$09,I1172$10,I1172$11,I1172$12,I1172$13,I1172$14,I1172$15,I1172$16,I1173$01,I1174$01,I1173$02,I1174$02,I1173$04,I1174$04,I1173$05,I1174$05,I1173$06,I1174$06,I1173$07,I1174$07,I1173$08,I1174$08,I1173$09,I1174$09,I1173$10,I1174$10,I1173$11,I1174$11,I1173$12,I1174$12,I1173$13,I1174$13,I1173$14,I1174$14,I1173$15,I1174$15,I1173$16,I1174$16,T111A,NBI1,NBI2,NBI3,NBI4,NBI5,TICUEST01,TIPOCUESTIONARIO,FACTOR07,FACTOR_P,NCONGLOME,SUB_CONGLOME,CODCCPP,NOMCCPP,LONGITUD,LATITUD,ALTITUD
2021,01,005035,117,11,010206,7,5,2,3,20210115,1,2,2, ,3,3,0,1,0,1,0,1,3,5,4,1,0,2,2,6, ,45, , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,1,9,9.9,1,24, , ,9,9,1,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,0,1,0,0,0,1,1, ,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0, , , , , ,0, , , ,8, , , , ,2,6, , , , , ,0, , , ,0, , , , , , , , , , , ,0, , , , , , , , ,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,9,0,1,01,01,31,12,2020,14,01,2021,2, ,2, ,01,01,01,01, ,572, , , , ,0,25, ,0,76, , , , , , , , , , , , , ,0,0,0, , , , , , , , , , , , , , , , ,102,0, , , , , , , , , ,572,0,0, , , , ,0, , , ,102, , , , ,25, ,76, , , , , , , , , ,0,0, , , , , , ,0, , , , , , , , , ,1,0,1,0,0,0,2,2,312.805786132813,182.749119430227,006635,00,0001,CENTRO POBLADO MENOR LA PECA,-78.4399261474609,-5.61181259155273,847
2021,07,005036,014,11,010206,7,5,3,3,20210716,1,1,2, ,2,1,0,1,0,0,0,4,3,5,4,3,1,2,2,1,180, , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,2,2,3,0,1,24, , ,2,1,1,2,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,1,0,1,0,1,1, ,1,0,0,0,1,0,0,0,1,0,1,0,0,0,18, ,33, , , ,0, , , ,15, ,0, , ,0,0, ,0, , , ,20, , , ,0, ,30, , , , , ,0, , , ,0, , , , , , , , ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,50,0,2,01,02,01,07,2021,15,07,2021,1,18000,2, ,02,02,02,01,2209, , , , , ,0,0, ,221,0, ,405,0,0, , , , , , , , , ,0,245,0, , , , , , , , , , , , ,18900, , , ,180,0, , , , ,0,359, , ,2209, ,224,221,405, , , ,0, , , ,180, ,0, , ,0, ,0, ,0,0, , , , , , ,245,0, , , , , , ,0, , , ,359, , , , , ,1,0,0,0,0,0,2,2,271.240539550781,187.948886253243,006637,00,0001,CENTRO POBLADO MENOR LA PECA,-78.434440612793,-5.61117649078369,901
2021,07,005036,032,11,010206,7,5,3,3,20210716,1,1,2, ,2,1,0,1,0,1,0,1,3,5,4,2,1,1,2,2, ,220,2, ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,2,3,0,1,24, , ,2,1,1,2,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,1,1,1,0,1,1, ,1,0,0,0,1,0,0,0,1,1,1,0,0,3,32, ,50, , , ,0, , , ,34,35,50, , ,0,0, ,0, , , ,0, , , ,0,0,0, , , , , ,0, , , ,0, , , , , , , , ,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,204,0,0,1,01,01,01,07,2021,15,07,2021,2, ,2, ,01,01,01,01, ,2700, , , , ,37,0, ,393,0, ,614,0,0, , , , , , , , , ,0,0,0, , , , , , , , , , , , , , , , ,407,0, ,419,0, ,599,0, , , ,2700,37,393,614, , , ,0, , , ,407,419,599, , ,0, ,0, ,0,0, , , , , , ,0,0, , , , , , ,0, ,0, ,0, , , , , ,1,0,0,0,0,0,2,2,271.240539550781,187.948886253243,006637,00,0001,CENTRO POBLADO MENOR LA PECA,-78.434440612793,-5.61117649078369,901
2021,07,005036,052,11,010206,7,5,3,3,20210717,1,2,2, ,2,1,0,1,0,1,0,1,3,5,4,3,1,2,2,6, ,300, , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,2,3,0,1,24, , ,2,1,1,2,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,1,1,0,0,1,1, ,1,0,0,0,1,0,0,0,1,1,0,0,0,3,46, ,50, , , ,0, , , ,10,12, , , ,0,0, ,0, , , ,0, , , ,0,0, , , , , , ,0, , , ,12, , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,12,1,01,01,02,07,2021,16,07,2021,2, ,2, ,01,01,01,01, ,3682, , , , ,37,0, ,565,0, ,614,0,0, , , , , , , , , ,0,0,147, , , , , , , , , , , , , , , , ,120,0, ,144,0, , , , , , ,3682,37,565,614, , , ,0, , , ,120,144, , , ,0, ,0, ,0,0, , , , , , ,0,147, , , , , , ,0, ,0, , , , , , , ,1,0,0,0,0,0,2,2,271.240539550781,187.948886253243,006637,00,0001,CENTRO POBLADO MENOR LA PECA,-78.434440612793,-5.61117649078369,901
2021,07,005036,072,11,010206,7,5,3,3,20210715,1,1,2, ,3,2,0,1,0,0,0,1,3,5,4,2,1,2,2,2, ,183,1,1,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,2,3,0,1,24, , ,2,1,1,2,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,2,0,1,1,0,0,1,1, ,1,0,0,0,1,0,0,0,1,1,0,1,0,2,17, ,41, , , ,0, , , ,8,8, ,0, ,0,0, ,0, , , ,0, , , ,0,0, ,0, , , , ,0, , , ,0, , , , , , ,0, ,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,86,0,0,1,01,01,30,06,2021,14,07,2021,2, ,2, ,01,01,01,01, ,2246, , , , ,25,0, ,209,0, ,503,0,0, , , , , , , , , ,0,0,0, , , , , , ,0,0,0, , , , , , , ,96,0, ,96,0, , , , , , ,2246,25,209,503, , , ,0, , , ,96,96, ,0, ,0, ,0, ,0,0, , , , , , ,0,0, , , , , , ,0, ,0, , , ,0,0, , ,1,0,0,0,0,0,2,2,271.240539550781,187.948886253243,006637,00,0001,CENTRO POBLADO MENOR LA PECA,-78.434440612793,-5.61117649078369,901
2021,07,005036,089,11,010206,7,5,3,3,20210717,1,1,2, ,2,1,0,1,0,0,0,1,3,5,4,1,0,2,2,1,100, , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,2,3,0,1,24, , ,2,1,1,2,5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,1,1,0,1,1, ,1,0,0,0,0,0,0,0,1,1,1,0,0,3,80, ,52, , , , , , , ,20,50,26, , ,0,0, ,0, , , , , , , ,0,0,0, , , , , ,0, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,1,01,01,02,07,2021,16,07,2021,2, ,2, ,01,01,01,01,1227, , , , , ,37,0, ,982,0, ,638,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,240,0, ,599,0, ,312,0, , ,1227, ,37,982,638, , , , , , , ,240,599,312, , ,0, ,0, ,0,0, , , , , , , , , , , , , , ,0, ,0, ,0, , , , , ,5,0,0,0,0,0,2,2,271.240539550781,187.948886253243,006637,00,0001,CENTRO POBLADO MENOR LA PECA,-78.434440612793,-5.61117649078369,901
2021,07,005036,167,11,010206,7,5,3,3,20210718,2,1,2, ,3,3,0,1,0,1,0,1,3,6,4,1,0,3,3,1,100, , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,2,3,0,1,24, , ,2,1,1,2,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,1,0,1,0,1,1, ,1,0,0,0,1,0,0,0,1,0,1,0,0,0,20, ,56, , , ,20, , , ,40, ,89, , ,0,0, ,0, , , ,0, , , ,0, ,0, , , , , ,0, , , ,0, , , , , , , , ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,1,01,01,30,06,2021,14,07,2021,2, ,2, ,01,01,01,01,1227, , , , , ,0,0, ,245,0, ,687,0,0, , , , , , , , , ,245,0,0, , , , , , , , , , , , , , , , ,479,0, , , , ,1066,0, , ,1227, ,0,245,687, , , ,245, , , ,479, ,1066, , ,0, ,0, ,0,0, , , , , , ,0,0, , , , , , ,0, , , ,0, , , , , ,1,0,1,0,0,0,2,2,271.240539550781,187.948886253243,006637,00,0001,CENTRO POBLADO MENOR LA PECA,-78.434440612793,-5.61117649078369,901
2021,11,005037,006,11,010701,7,4,2,3,20211112,2,1,2, ,1,1,0,1,0,0,0,1,1,5,4,7,3,3,3,2, ,538,1,1,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,2,3,0,2, ,4,2,2,3,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1, ,0,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,1,1,0,0,0,20,30, , , , , , , , , ,50,20, , , ,0,0, , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,1,02,02,28,10,2021,11,11,2021,2, ,2, ,01,01,01,02, ,6223, , , , ,231,0, ,347,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,586,0, ,234,0, , , , , , ,6223,231,347, , , , , , , , ,586,234, , , ,0, ,0, , , , , , , , , , , , , , , , , ,0, ,0, , , , , , , ,1,0,0,0,0,0,2,2,123.929832458496,96.5737405242908,006666,00,0001,CIUDAD BAGUA GRANDE,-78.4466857910156,-5.75079536437988,440
2021,11,005037,017,11,010701,7,4,2,3,20211111,1,1,2, ,2,3,0,1,0,1,0,1,3,5,4,3,2,2,2,2, ,323,1,1,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,1,3,0,2, ,4,2,2,4,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,1,0,0,0,1,1, ,1,0,0,0,1,0,0,0,1,0,0,0,0,26,8, ,40, , , ,0, , , ,15, , , , ,0,0, ,0, , , ,0, , , ,0, , , , , , , ,0, , , ,0, , , , , , , , ,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,89,0,0,1,02,02,27,10,2021,10,11,2021,2, ,2, ,02,02,02,02, ,3736, , , , ,301,0, ,93,0, ,463,0,0, , , , , , , , , ,0,0,0, , , , , , , , , , , , , , , , ,176,0, , , , , , , , , ,3736,301,93,463, , , ,0, , , ,176, , , , ,0, ,0, ,0,0, , , , , , ,0,0, , , , , , ,0, , , , , , , , , ,1,0,0,0,0,0,2,2,123.929832458496,96.5737405242908,006666,00,0001,CIUDAD BAGUA GRANDE,-78.4466857910156,-5.75079536437988,440
2021,11,005037,073,11,010701,7,4,2,3,20211112,1,1,2, ,1,1,0,1,0,1,0,1,3,5,4,5,3,3,3,2, ,700,1,1,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,2,3,0,2, ,3,2,2,5,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,1,1,0,1,1, ,1,0,0,0,0,0,0,0,1,1,1,0,0,52,99, ,78, , , , , , , ,87,50,100, , ,0,0, ,0, , , , , , , ,0,0,0, , , , , ,0, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,0,0,1,01,01,28,10,2021,11,11,2021,2, ,2, ,01,01,01,01, ,8097, , , , ,602,0, ,1145,0, ,902,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1019,0, ,586,0, ,1171,0, , , ,8097,602,1145,902, , , , , , , ,1019,586,1171, , ,0, ,0, ,0,0, , , , , , , , , , , , , , ,0, ,0, ,0, , , , , ,1,0,0,0,0,0,2,2,123.929832458496,96.5737405242908,006666,00,0001,CIUDAD BAGUA GRANDE,-78.4466857910156,-5.75079536437988,440
2021,11,005037,095,11,010701,7,4,2,3,20211112,1,2,2, ,2,1,1,0,0,1,0,1,3,5,5,2,1,3,3,1,100, , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,1,2,.400000005960464,2, ,4,2,2,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,1,1,0,1,1, ,1,0,0,0,0,0,0,0,1,1,1,0,0,27,50, ,52, , , , , , , ,37,25,15, , ,0,0, ,0, , , , , , , ,0,0,0, , , , , ,0, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,1,02,02,29,10,2021,12,11,2021,2, ,2, ,02,02,02,02,1157, , , , , ,312,0, ,578,0, ,602,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,433,0, ,293,0, ,176,0, , ,1157, ,312,578,602, , , , , , , ,433,293,176, , ,0, ,0, ,0,0, , , , , , , , , , , , , , ,0, ,0, ,0, , , , , ,1,0,0,0,0,0,2,2,123.929832458496,96.5737405242908,006666,00,0001,CIUDAD BAGUA GRANDE,-78.4466857910156,-5.75079536437988,440
2021,07,005038,011,11,010701,7,4,2,3,20210708,1,1,2, ,1,1,0,1,0,1,0,1,1,5,4,3,2,2,3,2, ,108,1,2,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,1,3,0,2, ,4,2,2,3,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,1,0,0,0,1,1, ,1,0,0,0,1,0,0,0,1,0,0,0,0,22,12, ,31, , , ,0, , , ,5, , , , ,0,0, ,0, , , ,0, , , ,0, , , , , , , ,0, , , ,0, , , , , , , , ,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,70,0,0,1,01,01,23,06,2021,07,07,2021,2, ,2, ,01,01,01,01, ,1325, , , , ,270,0, ,147,0, ,380,0,0, , , , , , , , , ,0,0,0, , , , , , , , , , , , , , , , ,60,0, , , , , , , , , ,1325,270,147,380, , , ,0, , , ,60, , , , ,0, ,0, ,0,0, , , , , , ,0,0, , , , , , ,0, , , , , , , , , ,1,0,0,0,0,0,2,2,147.419296264648,147.94650245199,006668,00,0001,CIUDAD BAGUA GRANDE,-78.4435195922852,-5.75382280349731,438
2021,07,005038,040,11,010701,7,4,2,3,20210706,1,1,2, ,3,2,0,1,0,1,0,1,3,5,4,3,2,2,2,2, ,200,2, ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,1,1,1.20000004768372,2, ,3,4,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,0,1,0,0,0,1,1, ,0,0,0,0,1,0,0,0,1,0,0,0,0,22,26, , , , , ,0, , , ,10, , , , ,0,0, , , , , ,0, , , ,0, , , , , , , , , , , ,0, , , , , , , , ,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,58,0,0,1,01,02,22,06,2021,06,07,2021,2, ,2, ,01,01,01,01, ,2455, , , , ,270,0, ,319,0, , , , , , , , , , , , , ,0,0,0, , , , , , , , , , , , , , , , ,120,0, , , , , , , , , ,2455,270,319, , , , ,0, , , ,120, , , , ,0, ,0, , , , , , , , , ,0,0, , , , , , ,0, , , , , , , , , ,1,0,0,0,0,0,2,2,147.419296264648,147.94650245199,006668,00,0001,CIUDAD BAGUA GRANDE,-78.4435195922852,-5.75382280349731,438
2021,07,005038,048,11,010701,7,4,2,3,20210707,1,1,2, ,1,1,1,0,1,1,0,1,1,3,4,7,6,2,2,2, ,1050,1,1,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,1,3,0,2, ,4,2,1,1,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1, ,0,1,1,1,0,1,1, ,0,0,0,0,0,0,0,0,1,1,1,0,0,30,190, , , , , , , , , ,60,59,10, , ,0,0, , , , , , , , , ,0,0,0, , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,0,0,1,01,01,22,06,2021,06,07,2021,2, ,2, ,01,01,01,01, ,12886, , , , ,368,0, ,2332,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,719,0, ,707,0, ,120,0, , , ,12886,368,2332, , , , , , , , ,719,707,120, , ,0, ,0, , , , , , , , , , , , , , , , , ,0, ,0, ,0, , , , , ,1,0,0,0,0,0,2,2,147.419296264648,147.94650245199,006668,00,0001,CIUDAD BAGUA GRANDE,-78.4435195922852,-5.75382280349731,438
2021,03,005039,022,11,010701,7,4,2,3,20210312,1,1,2, ,1,1,1,0,1,1,0,1,1,3,4,4,3,2,3,2, ,800,1,1,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,1,9,9.9,2, ,3,2,9,9,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,1,1,1,0,1,1, ,1,0,0,0,0,0,0,1,1,1,1,0,0,30,115, ,40, , , , , , ,30,60,30,75, , ,0,0, ,0, , , , , , ,0,0,0,0, , , , , ,0, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,0,0,1,01,02,26,02,2021,12,03,2021,2, ,2, ,01,01,01,01, ,9968, , , , ,374,0, ,1433,0, ,498,0,0, , , , , , , , , , , , , , , , , , , , , , , , , ,380,0, ,759,0, ,380,0, ,949,0, , , ,9968,374,1433,498, , , , , , ,380,759,380,949, , ,0, ,0, ,0,0, , , , , , , , , , , , ,0, ,0, ,0, ,0, , , , , ,1,0,0,0,0,0,2,2,172.473922729492,152.571825923759,006673,00,0001,CIUDAD BAGUA GRANDE,-78.4372100830078,-5.75542783737183,437
2021,03,005039,101,11,010701,7,4,2,3,20210312,1,1,2, ,3,3,0,1,0,1,0,1,3,6,4,2,1,2,2,2, ,46,1,1,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,1,9,9.9,2, ,3,2,9,9,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,1,0,0,0,1,1, ,1,0,0,0,1,0,0,0,1,0,0,0,0,25,15, ,40, , , ,0, , , ,50, , , , ,0,0, ,0, , , ,0, , , ,0, , , , , , , ,0, , , ,80, , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,80,1,01,01,25,02,2021,11,03,2021,2, ,2, ,01,01,01,01, ,573, , , , ,311,0, ,187,0, ,498,0,0, , , , , , , , , ,0,0,997, , , , , , , , , , , , , , , , ,633,0, , , , , , , , , ,573,311,187,498, , , ,0, , , ,633, , , , ,0, ,0, ,0,0, , , , , , ,0,997, , , , , , ,0, , , , , , , , , ,1,0,0,0,0,0,2,2,172.473922729492,152.571825923759,006673,00,0001,CUIDAD BAGUA GRANDE,-78.4372100830078,-5.75542783737183,437
2021,03,005039,114,11,010701,7,4,2,3,20210312,1,2,2, ,2,2,0,1,0,1,0,1,1,5,4,1,0,2,2,2, ,110,2, ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,1,9,9.9,1,2, , ,9,9,1,1,1,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,2,0,1,1,0,0,1,1, ,1,0,0,0,1,0,0,0,1,1,0,0,0,23,60, ,40, , , ,0, , , ,20,40, , , ,0,0, ,0, , , ,0, , , ,0,0, , , , , , ,0, , , ,0, , , , , , , , ,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,183,0,0,1,01,02,25,02,2021,11,03,2021,2, ,2, ,01,01,01,01, ,1371, , , , ,287,0, ,748,0, ,498,0,0, , , , , , , , , ,0,0,0, , , , , , , , , , , , , , , , ,253,0, ,506,0, , , , , , ,1371,287,748,498, , , ,0, , , ,253,506, , , ,0, ,0, ,0,0, , , , , , ,0,0, , , , , , ,0, ,0, , , , , , , ,1,0,1,0,0,0,2,2,172.473922729492,152.571825923759,006673,00,0001,CIUDAD BAGUA GRANDE,-78.4372100830078,-5.75542783737183,437
2021,09,005044,013,11,010701,7,4,2,3,20210909,1,1,2, ,2,1,0,1,0,1,0,4,3,5,4,1,0,3,3,1,130, , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,2,1,3,0,1,24, , ,2,3,1,1,2,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1,1,0,0,1,1, ,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0, ,52, , , , , , , ,10,10, , , ,0,0, ,0, , , , , , , ,0,0, , , , , , ,0, , , , , , , , , , , , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,2,01,01,25,08,2021,08,09,2021,2, ,2, ,01,01,01,01,1525, , , , , ,0,0, ,0,0, ,610,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,119,0, ,119,0, , , , , ,1525, ,0,0,610, , , , , , , ,119,119, , , ,0, ,0, ,0,0, , , , , , , , , , , , , , ,0, ,0, , , , , , , ,2,0,0,0,0,0,2,2,277.086212158203,166.956066349121,006698,00,0001,CIUDAD BAGUA GRANDE,-78.4440460205078,-5.76245927810669,505
2021,09,005044,028,11,010701,7,4,2,3,20210910,1,1,2, ,3,3,0,1,0,1,0,1,3,6,4,4,2,2,2,2, ,250,1,2,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,2,3,0,1,2, , ,2,3,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,1,1,0,1,1, ,1,0,0,0,0,0,0,0,1,1,1,0,0,23,15, ,26, , , , , , , ,30,20,30, , ,0,0, ,0, , , , , , , ,0,0,0, , , , , ,0, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,1,01,01,26,08,2021,09,09,2021,2, ,2, ,01,01,01,01, ,2932, , , , ,270,0, ,176,0, ,305,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,357,0, ,238,0, ,357,0, , , ,2932,270,176,305, , , , , , , ,357,238,357, , ,0, ,0, ,0,0, , , , , , , , , , , , , , ,0, ,0, ,0, , , , , ,1,0,0,0,0,0,2,2,277.086212158203,166.956066349121,006698,00,0001,SECTOR SAN MARTIN ALTO,-78.4440460205078,-5.76245927810669,505
2021,09,005044,059,11,010701,7,4,2,3,20210911,1,1,2, ,1,1,0,1,0,0,0,1,3,5,4,3,3,2,2,2, ,272,2, ,2, , , , , , , , , , ,2, , , , , , , , , , ,1,0,0,3,0,0,0,0,0,0,1000,2, , , , , , , , , , ,2,1,1,3,0,2, ,2,2,2,3,1,1,4,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,2,0,1,0,0,0,1,1, ,1,0,0,0,1,0,0,0,1,0,0,1,0,15,16, ,14, , , ,0, , , ,15, , ,0, ,0,0, ,0, , , ,0, , , ,0, , ,0, , , , ,0, , , ,0, , , , , , ,0, ,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,66,0,0,1,01,02,27,08,2021,10,09,2021,2, ,2, ,02,02,02,01, ,3190, , ,1036, ,176,0, ,188,0, ,164,0,0, , , , , , , , , ,0,0,0, , , , , , ,0,0,0, , , , , , , ,178,0, , , , , , , , , ,3190,176,188,164, , , ,0, , , ,178, , ,0, ,0, ,0, ,0,0, , , , , , ,0,0, , , , , , ,0, , , , , ,0,0, , ,4,0,0,0,0,0,2,2,277.086212158203,166.956066349121,006698,00,0001,SECTOR SAN MARTIN ALTO,-78.4440460205078,-5.76245927810669,505
