AÑO,MES,CONGLOME,VIVIENDA,HOGAR,UBIGEO,DOMINIO,ESTRATO,PERIODO,TIPENC,FECENT,RESULT,PANEL,P22,P23,P24A,P24B,P25$1,P25$2,P25$3,P25$4,P25$5,P101,P102,P103,P103A,P104,P104A,P104B1,P104B2,P105A,P105B,P106,P106A,P106B,P107B1,P107C11,P107C12,P107C13,P107C14,P107C16,P107C17,P107C18,P107C19,P107C110,P107D1,P107B2,P107C21,P107C22,P107C23,P107C24,P107C26,P107C27,P107C28,P107C29,P107C210,P107D2,P107B3,P107C31,P107C32,P107C33,P107C34,P107C36,P107C37,P107C38,P107C39,P107C310,P107D3,P107B4,P107C41,P107C42,P107C43,P107C44,P107C46,P107C47,P107C48,P107C49,P107C410,P107D4,P107E,P110,P110A1,P110A,P110A_MODIFICADA,P110C,P110C1,P110C2,P110C3,P110D,P110E,P110F,P110G,P111A,P1121,P1123,P1124,P1125,P1126,P1127,P112A,P1131,P1132,P1133,P1135,P1136,P1139,P1137,P1138,P113A,P1141,P1142,P1143,P1144,P1145,P1171$01,P1171$02,P1171$03,P1171$04,P1171$05,P1171$06,P1171$07,P1171$08,P1171$09,P1171$10,P1171$11,P1171$12,P1171$13,P1171$14,P1171$15,P1171$16,P1172$01,P1172$02,P1172$03,P1172$04,P1172$05,P1172$06,P1172$07,P1172$08,P1172$09,P1172$10,P1172$11,P1172$12,P1172$13,P1172$14,P1172$15,P1172$16,P1173$01,P1173$02,P1173$03,P1173$04,P1173$05,P1173$06,P1173$07,P1173$08,P1173$09,P1173$10,P1173$11,P1173$12,P1173$13,P1173$14,P1173$15,P1173$16,P1174$01,P1174$02,P1174$03,P1174$04,P1174$05,P1174$06,P1174$07,P1174$08,P1174$09,P1174$10,P1174$11,P1174$12,P1174$13,P1174$14,P1174$15,P1174$16,P1175$01,P1175$02,P1175$03,P1175$04,P1175$05,P1175$06,P1175$07,P1175$08,P1175$09,P1175$10,P1175$11,P1175$12,P1175$13,P1175$14,P1175$15,P1175$16,P117T2,P117T3,P117T4,T110,P200I,P600I,P600D1,P600M1,P600A1,P600D2,P600M2,P600A2,P612I1,P612I11,P612I2,P612I22,P700I,P710I,P800I,P110I,D105B,D106,D107D1,D107D2,D107D3,D107D4,D1172$01,D1173$01,D1174$01,D1172$02,D1173$02,D1174$02,D1172$04,D1173$04,D1174$04,D1172$05,D1173$05,D1174$05,D1172$06,D1173$06,D1174$06,D1172$07,D1173$07,D1174$07,D1172$08,D1173$08,D1174$08,D1172$09,D1173$09,D1174$09,D1172$10,D1173$10,D1174$10,D1172$15,D1173$15,D1174$15,D1172$16,D1173$16,D1174$16,D612I11,D1172$11,D1173$11,D1174$11,D1172$12,D1173$12,D1174$12,D1172$13,D1173$13,D1174$13,D1172$14,D1173$14,D1174$14,D612I22,I105B,I106,I1172$01,I1172$02,I1172$04,I1172$05,I1172$06,I1172$07,I1172$08,I1172$09,I1172$10,I1172$11,I1172$12,I1172$13,I1172$14,I1172$15,I1172$16,I1173$01,I1174$01,I1173$02,I1174$02,I1173$04,I1174$04,I1173$05,I1174$05,I1173$06,I1174$06,I1173$07,I1174$07,I1173$08,I1174$08,I1173$09,I1174$09,I1173$10,I1174$10,I1173$11,I1174$11,I1173$12,I1174$12,I1173$13,I1174$13,I1173$14,I1174$14,I1173$15,I1174$15,I1173$16,I1174$16,T111A,NBI1,NBI2,NBI3,NBI4,NBI5,TICUEST01,TIPOCUESTIONARIO,FACTOR07,FACTOR_P,NCONGLOME,SUB_CONGLOME,CODCCPP,NOMCCPP,LONGITUD,LATITUD,ALTITUD
2021,12,005066,045,11,010601,7,5,1,3,20211206,1,1,2, ,1,2,0,1,0,1,0,1,1,3,1,3,2,1,1,2, ,700,1,1,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,2,2,.200000002980232,1,6, , ,2,1,1,2,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1,1,1,0,1,1, ,1,0,0,0,0,0,0,0,1,1,1,0,0,4,170, ,44, , , , , , , ,62,20,62, , ,0,0, ,0, , , , , , , ,0,0,0, , , , , ,0, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,0,0,1,01,01,20,11,2021,04,12,2021,2, ,2, ,01,01,01,01, ,8024, , , , ,46,0, ,1949,0, ,504,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,703,0, ,227,0, ,703,0, , , ,8024,46,1949,504, , , , , , , ,703,227,703, , ,0, ,0, ,0,0, , , , , , , , , , , , , , ,0, ,0, ,0, , , , , ,1,0,0,0,0,0,2,2,56.2524871826172,59.6648422884632,007201,00,0001,CIUDAD RODRIGUEZ DE MENDOZA,-77.4822845458984,-6.39351749420166,1599
2021,12,005066,087,11,010601,7,5,1,3,20211204,1,1,2, ,1,1,1,0,1,1,0,1,3,5,3,6,3,1,2,2, ,900,1,1,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,2,2,.400000005960464,1,22, , ,1,1,1,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,1,1,0,1,1, ,1,0,0,0,0,0,0,0,1,1,1,0,0,4,57, ,83, , , , , , , ,114,40,30, , ,0,0, ,0, , , , , , , ,0,0,0, , , , , ,0, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,0,0,1,01,02,18,11,2021,02,12,2021,1,7500,2, ,01,01,01,01, ,10317, , , , ,46,0, ,653,0, ,951,0,0, , , , , , , , , , , , , , , , , , , , , , , , ,7580, , , ,1293,0, ,454,0, ,340,0, , , ,10317,46,653,951, , , , , , , ,1293,454,340, , ,0, ,0, ,0,0, , , , , , , , , , , , , , ,0, ,0, ,0, , , , , ,1,0,0,0,0,0,2,2,56.2524871826172,59.6648422884632,007201,00,0001,CIUDAD RODRIGUEZ DE MENDOZA,-77.4822845458984,-6.39351749420166,1599
2021,04,005073,023,11,010403,7,7,4,3,20210430,1,1,2, ,4,3,0,0,0,0,1,5,7,4,7,2,1, , ,2, ,41,2, ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,8, ,9,9.9, , , , ,9,9, , ,5,0,0,0,0,1,0, ,0,0,0,0,1,0,1,0,6,0,0,0,0,1,0,0, ,0,0,0,0,1,0,0,0,0,0,0,1,0, , , , , , , ,0, , , , , , ,0, , , , , , , , ,0, , , , , , ,0, , , , , , , , ,31, , , , , , ,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,34,9,02,01,15,04,2021,29,04,2021,2, ,2, ,01,01,01,02, ,509, , , , , , , , , , , , , , , , , , , , , , ,0,0,385, , , , , , ,0,0,0, , , , , , , , , , , , , , , , , , ,509, , , , , , ,0, , , , , , ,0, , , , , , , , , , , , , ,0,385, , , , , , , , , , , , ,0,0, , ,5,0,0,0,0,0,2,2,73.0449981689453,76.2613543272555,006475,00,0025,COMUNIDAD NATIVA PAMPA ENTSA,-77.7378921508789,-3.79911732673645,201
2021,04,005073,026,11,010403,7,7,4,3,20210430,1,1,2, ,4,3,0,0,0,0,1,5,9,4,7,1,0, , ,2, ,26,2, ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,8, ,9,9.9, , , , ,9,9, , ,9,0,0,0,0,1,0, ,0,0,0,0,1,0,1,0,6,0,0,0,0,1,0,0, ,0,0,0,0,1,0,0,0,0,0,0,1,0, , , , , , , ,0, , , , , , ,3, , , , , , , , ,0, , , , , , ,0, , , , , , , , ,23, , , , , , ,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,26,9,01,01,15,04,2021,29,04,2021,2, ,2, ,01,01,01,01, ,323, , , , , , , , , , , , , , , , , , , , , , ,0,0,286, , , , , , ,37,0,0, , , , , , , , , , , , , , , , , , ,323, , , , , , ,0, , , , , , ,37, , , , , , , , , , , , , ,0,286, , , , , , , , , , , , ,0,0, , ,9,0,1,1,0,0,2,2,73.0449981689453,76.2613543272555,006475,00,0025,COMUNIDAD NATIVA PAMPA ENTSA,-77.7378921508789,-3.79911732673645,201
2021,04,005073,069,11,010403,7,7,4,3,20210501,1,1,2, ,4,3,0,0,0,0,1,5,9,6,7,2,1, , ,2, ,18,2, ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,8, ,9,9.9, , , , ,9,9, , ,9,0,0,0,0,1,0, ,0,0,0,0,1,0,1,0,6,0,0,0,0,1,0,0, ,0,0,0,0,1,0,0,0,0,0,0,1,0, , , , , , , ,0, , , , , , ,0, , , , , , , , ,0, , , , , , ,0, , , , , , , , ,36, , , , , , ,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,39,9,01,01,16,04,2021,30,04,2021,2, ,2, ,01,01,01,01, ,222, , , , , , , , , , , , , , , , , , , , , , ,0,0,445, , , , , , ,0,0,0, , , , , , , , , , , , , , , , , , ,222, , , , , , ,0, , , , , , ,0, , , , , , , , , , , , , ,0,445, , , , , , , , , , , , ,0,0, , ,9,1,0,1,0,0,2,2,73.0449981689453,76.2613543272555,006475,00,0023,CENTRO POBLADO MENOR ALIANZA PROGRESO,-77.7378921508789,-3.79911732673645,201
2021,04,005073,071,11,010403,7,7,4,3,20210501,1,1,2, ,4,3,0,0,0,0,1,5,7,4,7,2,1, , ,6, ,44, , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,8, ,9,9.9, , , , ,9,9, , ,9,0,0,0,0,1,0, ,0,0,0,0,1,0,0,0,6,0,0,0,0,1,0,0, ,0,0,0,0,1,0,0,0,0,0,0,1,0, , , , , , , ,0, , , , , , ,0, , , , , , , , ,23, , , , , , ,7, , , , , , , , ,0, , , , , , ,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,9,01,01,16,04,2021,30,04,2021,2, ,2, ,01,01,01,01, ,544, , , , , , , , , , , , , , , , , , , , , , ,0,284,0, , , , , , ,0,86,0, , , , , , , , , , , , , , , , , , ,544, , , , , , ,0, , , , , , ,0, , , , , , , , , , , , , ,284,0, , , , , , , , , , , , ,86,0, , ,9,0,0,1,0,0,2,2,73.0449981689453,76.2613543272555,006475,00,0023,CENTRO POBLADO MENOR ALIANZA PROGRESO,-77.7378921508789,-3.79911732673645,201
2021,04,005073,072,11,010403,7,7,4,3,20210501,1,1,2, ,4,3,0,0,0,0,1,1,7,4,4,2,1,2,2,2, ,27,2, ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,8, ,9,9.9, , , , ,9,9, , ,9,0,0,0,0,0,1, ,0,0,0,0,1,0,0,0,6,0,1,0,0,0,0,0, ,0,0,0,0,1,0,0,0,1,0,0,0,0, , , , , , , ,0, , , ,10, , , , , , , , , , , ,0, , , ,0, , , , , , , , , , , ,0, , , , , , , , ,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,9,01,01,16,04,2021,30,04,2021,2, ,2, ,01,01,01,01, ,334, , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , , , , , , , , , , , , , , , ,124,0, , , , , , , , , ,334, , , , , , ,0, , , ,124, , , , , , , , , , , , , , , , ,0,0, , , , , , ,0, , , , , , , , , ,9,0,0,1,0,0,2,2,73.0449981689453,76.2613543272555,006475,00,0023,CENTRO POBLADO MENOR ALIANZA PROGRESO,-77.7378921508789,-3.79911732673645,201
2021,04,005073,073,11,010403,7,7,4,3,20210430,1,1,2, ,4,3,0,0,0,0,1,5,9,4,7,2,1, , ,2, ,47,2, ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,8, ,9,9.9, , , , ,9,9, , ,9,0,0,0,0,1,0, ,0,0,0,0,1,0,1,0,6,0,1,0,0,0,0,0, ,0,0,0,0,1,0,0,0,1,0,0,1,0, , , , , , , ,0, , , ,50, , ,0, , , , , , , , ,0, , , ,0, , ,0, , , , , , , , ,0, , , , , , ,0, ,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,50,0,0,9,01,02,15,04,2021,29,04,2021,2, ,2, ,02,02,02,01, ,583, , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , , , , , ,0,0,0, , , , , , , ,621,0, , , , , , , , , ,583, , , , , , ,0, , , ,621, , ,0, , , , , , , , , , , , , ,0,0, , , , , , ,0, , , , , ,0,0, , ,9,0,1,1,0,0,2,2,73.0449981689453,76.2613543272555,006475,00,0023,CENTRO POBLADO MENOR ALIANZA PROGRESO,-77.7378921508789,-3.79911732673645,201
2021,04,005073,081,11,010403,7,7,4,3,20210430,1,1,1,110101,4,3,0,0,0,0,1,5,7,4,7,2,2, , ,2, ,42,2, ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,8, ,9,9.9, , , , ,9,9, , ,9,0,0,0,0,1,0, ,0,0,0,0,1,0,1,0,6,0,0,0,0,1,0,0, ,0,0,0,0,1,0,0,0,0,0,0,1,0, , , , , , , ,0, , , , , , ,0, , , , , , , , ,0, , , , , , ,0, , , , , , , , ,34, , , , , , ,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,38,9,01,01,15,04,2021,29,04,2021,2, ,2, ,01,01,01,01, ,521, , , , , , , , , , , , , , , , , , , , , , ,0,0,422, , , , , , ,0,0,0, , , , , , , , , , , , , , , , , , ,521, , , , , , ,0, , , , , , ,0, , , , , , , , , , , , , ,0,422, , , , , , , , , , , , ,0,0, , ,9,0,0,1,0,0,2,2,73.0449981689453,76.2613543272555,006475,00,0023,CENTRO POBLADO MENOR ALIANZA PROGRESO,-77.7378921508789,-3.79911732673645,201
2021,06,005074,047,11,010403,7,7,2,3,20210610,1,1,2, ,4,3,0,0,0,0,1,1,7,4,4,3,2,2,2,2, ,71,3, ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,8, ,9,9.9, , , , ,9,9, , ,9,0,0,0,0,1,0, ,0,0,0,0,1,0,1,0,6,0,0,1,0,0,0,0, ,0,0,0,0,1,0,0,0,0,1,0,1,0, , , , , , , ,0, , , , ,57, ,3, , , , , , , , ,0, , , , ,0, ,0, , , , , , , , ,20, , , , , , ,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,22,9,01,01,26,05,2021,09,06,2021,2, ,2, ,01,01,01,01, ,879, , , , , , , , , , , , , , , , , , , , , , ,0,0,248, , , , , , ,37,0,0, , , , , , , , , , ,702,0, , , , , , ,879, , , , , , ,0, , , , ,702, ,37, , , , , , , , , , , , , ,0,248, , , , , , , , ,0, , , ,0,0, , ,9,0,0,1,0,0,2,2,73.0449981689453,76.2613543272555,006480,00,0044,COMUNIDAD NATIVA GUAYABAL,-77.7158584594727,-4.20400476455688,177
2021,06,005074,048,11,010403,7,7,2,3,20210610,1,1,2, ,4,3,0,0,0,0,1,5,7,4,4,2,1, , ,2, ,24,2, ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,8, ,9,9.9, , , , ,9,9, , ,9,0,0,0,0,1,0, ,0,0,0,0,1,0,0,0,6,0,0,0,0,1,0,0, ,0,0,0,0,1,0,0,0,0,0,0,1,0, , , , , , , ,0, , , , , , ,0, , , , , , , , ,0, , , , , , ,0, , , , , , , , ,0, , , , , , ,0, ,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,9,01,01,26,05,2021,09,06,2021,2, ,2, ,01,01,01,01, ,297, , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , , , , , ,0,0,0, , , , , , , , , , , , , , , , , , ,297, , , , , , ,0, , , , , , ,0, , , , , , , , , , , , , ,0,0, , , , , , , , , , , , ,0,0, , ,9,0,0,1,0,0,2,2,73.0449981689453,76.2613543272555,006480,00,0044,COMUNIDAD NATIVA GUAYABAL,-77.7158584594727,-4.20400476455688,177
2021,06,005074,049,11,010403,7,7,2,3,20210611,1,1,2, ,4,3,0,0,0,0,1,5,7,4,7,4,3, , ,2, ,50,2, ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,8, ,9,9.9, , , , ,9,9, , ,9,0,0,0,0,1,0, ,0,1,0,0,1,0,1,0,6,0,1,0,0,0,0,0, ,1,0,0,0,1,0,0,0,1,0,0,1,0, , , ,60, , , ,0, , , ,20, , ,0, , , , ,0, , , ,0, , , ,0, , ,0, , , , ,0, , , ,30, , , , , , ,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,80,0,30,9,02,02,27,05,2021,10,06,2021,2, ,2, ,02,02,02,02, ,619, , , , , , , , , , ,743,0,0, , , , , , , , , ,0,0,371, , , , , , ,0,0,0, , , , , , , ,246,0, , , , , , , , , ,619, , ,743, , , ,0, , , ,246, , ,0, , , , , ,0,0, , , , , , ,0,371, , , , , , ,0, , , , , ,0,0, , ,9,0,0,1,0,0,2,2,73.0449981689453,76.2613543272555,006480,00,0044,COMUNIDAD NATIVA GUAYABAL,-77.7158584594727,-4.20400476455688,177
2021,06,005074,052,11,010403,7,7,2,3,20210611,1,1,2, ,4,3,0,0,0,0,1,5,7,4,7,4,3, , ,2, ,54,2, ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,8, ,9,9.9, , , , ,9,9, , ,9,0,0,0,0,1,0, ,0,0,0,0,1,0,0,0,6,0,0,0,0,1,0,0, ,0,0,0,0,1,0,0,0,0,0,0,1,0, , , , , , , ,0, , , , , , ,0, , , , , , , , ,0, , , , , , ,0, , , , , , , , ,0, , , , , , ,0, ,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,9,01,01,27,05,2021,10,06,2021,2, ,2, ,01,01,01,01, ,668, , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , , , , , ,0,0,0, , , , , , , , , , , , , , , , , , ,668, , , , , , ,0, , , , , , ,0, , , , , , , , , , , , , ,0,0, , , , , , , , , , , , ,0,0, , ,9,0,0,1,0,0,2,2,73.0449981689453,76.2613543272555,006480,00,0044,COMUNIDAD NATIVA GUAYABAL,-77.7158584594727,-4.20400476455688,177
2021,06,005074,133,11,010403,7,7,2,3,20210611,2,1,2, ,4,3,0,1,0,0,0,5,7,6,7,4,3, , ,2, ,36,2, ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,5, ,9,9.9, , , , ,9,9, , ,4,0,0,0,0,1,0, ,0,1,0,0,1,0,1,0,6,0,0,0,0,1,1,0, ,1,0,0,0,1,0,0,0,0,0,0,1,0,0, , ,19, , , ,0, , , , , , ,0, ,0, , ,0, , , ,0, , , , , , ,0, , , , ,0, , , ,20, , , , , , ,0, ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,21,0,22,5,03,02,27,05,2021,10,06,2021,2, ,2, ,01,01,01,03, ,446, , , , ,0,0, , , , ,235,0,0, , , , , , , , , ,0,0,248, , , , , , ,0,0,0, , , , , , , , , , , , , , , , , , ,446,0, ,235, , , ,0, , , , , , ,0, ,0, , , ,0,0, , , , , , ,0,248, , , , , , , , , , , , ,0,0, , ,4,1,0,0,0,0,2,2,73.0449981689453,76.2613543272555,006480,00,0048,COMUNIDAD NATIVA BELEN,-77.7158584594727,-4.20400476455688,177
2021,06,005074,135,11,010403,7,7,2,3,20210611,1,1,2, ,4,3,0,1,0,0,0,1,9,5,4,2,1,2,2,2, ,21,2, ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,5, ,9,9.9, , , , ,9,9, , ,9,0,0,1,0,0,0, ,0,0,0,0,1,0,0,0,6,0,0,0,0,1,1,0, ,0,0,1,0,1,0,0,0,0,0,0,0,0,0, , , , ,4, ,0, , , , , , , , ,0, , , , ,0, ,0, , , , , , , , , , , , , ,0, ,15, , , , , , , , ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,17,5,01,01,27,05,2021,10,06,2021,2, ,2, ,01,01,01,01, ,260, , , , ,0,0, , , , , , , , , , ,50,0,0, , , ,0,0,186, , , , , , , , , , , , , , , , , , , , , , , , , , , ,260,0, , , ,50, ,0, , , , , , , , ,0, , , , , , , ,0,0, , ,0,186, , , , , , , , , , , , , , , , ,9,0,0,1,0,0,2,2,73.0449981689453,76.2613543272555,006480,00,0048,COMUNIDAD NATIVA BELEN,-77.7158584594727,-4.20400476455688,177
2021,06,005074,136,11,010403,7,7,2,3,20210611,1,1,2, ,4,3,0,1,0,0,0,1,7,6,4,4,3,2,2,2, ,45,2, ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,5, ,9,9.9, , , , ,9,9, , ,4,0,0,0,0,1,0, ,0,1,0,0,1,0,0,0,6,0,1,0,0,0,1,0, ,1,0,0,0,1,0,0,0,1,0,0,1,0,0, , ,38, , , ,0, , , ,12, , ,0, ,0, , ,0, , , ,0, , , ,0, , ,0, , , , ,0, , , ,38, , , , , , ,0, ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,55,0,41,5,01,01,27,05,2021,10,06,2021,2, ,2, ,01,01,01,01, ,557, , , , ,0,0, , , , ,470,0,0, , , , , , , , , ,0,0,470, , , , , , ,0,0,0, , , , , , , ,148,0, , , , , , , , , ,557,0, ,470, , , ,0, , , ,148, , ,0, ,0, , , ,0,0, , , , , , ,0,470, , , , , , ,0, , , , , ,0,0, , ,4,1,0,0,0,0,2,2,73.0449981689453,76.2613543272555,006480,00,0048,COMUNIDAD NATIVA BELEN,-77.7158584594727,-4.20400476455688,177
2021,11,005076,015,11,010401,7,7,4,3,20211125,1,1,2, ,4,3,0,1,0,0,0,5,9,6,7,1,1, , ,2, ,56,2, ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,3,2,3,0,1,24, , ,1,1,2, ,4,0,0,0,0,1,0, ,0,0,0,0,1,0,0,0,6,0,1,0,0,0,1,0, ,0,0,0,0,1,0,0,0,1,0,0,1,0,0, , , , , , ,0, , , ,8, , ,0, ,0, , , , , , ,0, , , ,0, , ,0, , , , , , , , ,25, , , , , , ,0, ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,27,3,01,01,10,11,2021,24,11,2021,2, ,2, ,01,01,01,01, ,648, , , , ,0,0, , , , , , , , , , , , , , , , ,0,0,289, , , , , , ,0,0,0, , , , , , , ,94,0, , , , , , , , , ,648,0, , , , , ,0, , , ,94, , ,0, ,0, , , , , , , , , , , ,0,289, , , , , , ,0, , , , , ,0,0, , ,4,1,0,0,0,0,2,2,62.1514511108398,64.8481347850774,006501,00,0024,COMUNIDAD NATIVA BAJO CANAMPA,-77.9167785644531,-4.57802438735962,192
2021,11,005076,016,11,010401,7,7,4,3,20211125,1,1,2, ,4,3,0,1,0,0,0,5,7,6,7,2,1, , ,2, ,87,2, ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,3,1,3,0,1,24, , ,1,1,2, ,4,0,0,0,0,1,0, ,0,0,0,0,1,0,0,0,6,0,1,0,0,0,1,0, ,0,0,0,0,1,0,0,0,1,0,0,1,0,0, , , , , , ,0, , , ,15, , ,0, ,0, , , , , , ,0, , , ,0, , ,0, , , , , , , , ,60, , , , , , ,0, ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,0,60,3,01,01,10,11,2021,24,11,2021,2, ,2, ,01,01,01,01, ,1006, , , , ,0,0, , , , , , , , , , , , , , , , ,0,0,694, , , , , , ,0,0,0, , , , , , , ,176,0, , , , , , , , , ,1006,0, , , , , ,0, , , ,176, , ,0, ,0, , , , , , , , , , , ,0,694, , , , , , ,0, , , , , ,0,0, , ,4,1,1,0,0,0,2,2,62.1514511108398,64.8481347850774,006501,00,0024,COMUNIDAD NATIVA BAJO CANAMPA,-77.9167785644531,-4.57802438735962,192
2021,11,005076,061,11,010401,7,7,4,3,20211126,1,1,1,160101,4,3,0,1,0,0,0,1,9,4,4,2,1,2,2,2, ,48,2, ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,1,3,0,1,24, , ,1,1,2, ,4,0,0,0,0,1,0, ,0,0,0,0,1,0,0,0,6,0,1,0,0,0,1,0, ,0,0,0,0,1,0,0,0,1,0,0,1,0,0, , , , , , ,0, , , ,17, , ,0, ,0, , , , , , ,0, , , ,0, , ,0, , , , , , , , ,49, , , , , , ,0, ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19,0,54,1,01,01,11,11,2021,25,11,2021,2, ,2, ,01,01,01,01, ,555, , , , ,0,0, , , , , , , , , , , , , , , , ,0,0,567, , , , , , ,0,0,0, , , , , , , ,199,0, , , , , , , , , ,555,0, , , , , ,0, , , ,199, , ,0, ,0, , , , , , , , , , , ,0,567, , , , , , ,0, , , , , ,0,0, , ,4,0,1,0,0,0,2,2,62.1514511108398,64.8481347850774,006501,00,0024,COMUNIDAD NATIVA BAJO CANAMPA,-77.9167785644531,-4.57802438735962,192
2021,11,005076,063,11,010401,7,7,4,3,20211125,1,1,2, ,4,3,0,1,0,0,0,5,7,6,7,2,1, , ,2, ,35,2, ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,3,2,3,0,1,24, , ,1,1,2, ,4,0,0,0,0,1,0, ,0,0,0,0,1,0,0,0,6,0,1,0,0,0,1,0, ,0,0,0,0,1,0,0,0,1,0,0,1,0,0, , , , , , ,0, , , ,12, , ,0, ,0, , , , , , ,0, , , ,0, , ,0, , , , , , , , ,31, , , , , , ,0, ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,0,35,3,01,01,10,11,2021,24,11,2021,2, ,2, ,01,01,01,01, ,405, , , , ,0,0, , , , , , , , , , , , , , , , ,0,0,359, , , , , , ,0,0,0, , , , , , , ,141,0, , , , , , , , , ,405,0, , , , , ,0, , , ,141, , ,0, ,0, , , , , , , , , , , ,0,359, , , , , , ,0, , , , , ,0,0, , ,4,1,0,0,0,0,2,2,62.1514511108398,64.8481347850774,006501,00,6002,COMUNIDAD NATIVA BAJO CANAMPA,-77.9167785644531,-4.57802438735962,192
